Категорія,URL товару,Відгук
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Нз, чому у вас такі дивні тактильні відчуття від телефону .... Так як я ще та розтяпа, ношу телефон в чохлі, але майже кожен вечір вдома знімаю його, і насолоджуюсь його дизайном та відчуттям в руці флагманських матеріалів.... Тонкі рамки, титанова рамка, екран, без чохла це топ.."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 Добрий день! Вдячні за позитивний відгук!
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Я теж придбав в Розетці. Теж саме скажу, всеидуже класно, процесор просто мега потужний, але чомусь батарея швидко сідає"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Це як треба користуватись телефоном, щоб вам не вистачало 6-8 годин екрана в день? Лягаєш спати, ставиш на зарядку, 100%
Як на мене батерка в 25У тримає достойно. І ще на додаток, що б ви розуміли, якщо у вас відкрито багато фонових завдань, телефон їх всі тримає в реальному часі, на те йде оперативка, проц і само собой батарея, помітив це, коли закриваю всі програми, все норм .."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Ну ви не перегинайте! У порівнянні навіть з моїм iphone 13pro,я не у захваті. Батарея слабіша! Якість картинки у iphone досі трохи сочніша!"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Якщо у вас старий айфон, то це не імба, ось і вся проблема :)"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 Як зараз розряджається акумулятор? Чи покращилась автономність з часом?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 не хотів би розчаровувати, але на фото не ultra"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 Так це відгук і не про ультра :)
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 Компактный ? Да здоровый очень
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 У Вас на фото не S25 Ultra
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Такий справжній і чесний відгук, ахахахах"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,🔁 Нещодавно замінив акум на S10 (G9730) в сервісному центрі samsung 2800грн.Працює як наче тільки купив телефон.
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 Согласен на все 100%. Телефон шикарный, но не всем доступен."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s931bdbgeuc/p473275554/,"🔁 зазвичай протягом 4-5 днів після підтвердження покупки, але:
Бонусні гривні не нараховуються при купівлі товарів в кредит чи в оплату частинами."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Камерою потрібно вміти користуватись, вона тут чудова
Акумулятор у всіх невеликих телефонів сідає швидше, бо він менший (взяли б Pro Max, мали б гарну автономність як у самсунга)
Налаштування у IOS простіші більш інтуїтивні ніж у Андроід, тому не плутайте незручність з незвичністю"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 >а разниці в камері майже немає

Шановна, протріть камеру!"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Все вірно! А коментар нижче про ""інтуїтивні"" налаштування в іос це просто дикий ржач. Вони видимо зверх-інтуїнтивні шо аж запитує ""видалити все, Так/Ні?"" коли вимикаешь синхронизацію з айКлауд."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 А де ви там те ші знайшли ?) і як саме використовуєте )
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Теж цікаво, про яке самі ШІ Ви говорите?)"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Те відчуття що камери посередні, порівнював цей тел з pixel,honor, Samsung, one plus, там камери кращі в цілому"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Поставте на зарядку.
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Доброго дня! Приносимо свої вибачення за спричинені незручності. Дякуємо за надану інформацію. Ми вживатимемо заходів для поліпшення якості роботи нашого магазину і недопущення подібних ситуацій у майбутньому.
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Я здивований, Замовили свої трійні на юбілей 5 років, кожному по телефону, взяли на 5 тробайт кожен, так символічно 5 років - 5 тробайт. Вісі приїхали в гарному стані і в цілій упаковці, Дякую Розетці"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Сподіваюсь, ваша дочка залишилась задоволена"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Що ви мали на увазі під словом бонус ?
Додаткова гарантія 12 3 місяці ?"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 iphone та потужна батарея, це дивне словосполучення... Ви НЕ помилилися? Може т9, чи це жарт? P.s. коли буде акумулятор 7 ампер ( мінімум ), то це буде дійсно потужна батарея... це питання для виробника: коли буде акумулятор від 7 ампер?"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Про ""НЕдоліки"": Перед придбанням товару раджу ознайомитись з характеристиками. P.s. якщо товар відповідаЄ заявленним характеристикам, то ЯК це може буТи НЕдоліком? P.s. дуужЕ дИвно..."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Повернули без проблем?
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Товар повернуто 06 лютого, проте станом на 17 лютого жодного зворотнього звʼязку від Rozetka не було.
Під час повернення телефон був все ще в нагрітому стані, що відчувалось навіть через коробку."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Батарея вздулась...
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Китайська зборка :-)
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Звернувся до сервісного центру, з батарею все ок, схоже просто неякісна збірка була або щось з герметиком"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Дочекався? )
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Доброго дня щось вирішили з приводу телефону? так само почав перезавантажуватися(
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Ну останім часом багато проблем з системою мій 13 вже трохи старенький але коли оновився на 18 ios почав кожні 30хв перезавантажуватись а система важила по 50гб! А норма 10-15
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Доброго дня! Дякуємо за звернення, Ваш відгук був переданий відповідальному співробітнику.
У разі виникнення додаткових питань, Ви можете скористатися довідковим центром"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Я думаю что они спецом тянут чтобы прошло 14 дней
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Кошти повернули в повному обсязі. Дякую. Причина затримки - нові правили від НБУ (чим далі тим потужніші перемоги). Претензій до Розетки в цілому не маю. До телефона також  - просто не повезло.
Але хочу поділитися думками з приводу самого телефону - це мій перший IPhone (до цього декілька разів, приходив дивився новинки, але купував Аndroid). Особиста думка, яку нікому не навязую - абсолютно незручна (після Аndroid) понторізка з класним, стильним дизайном і чудовими камерами.
Все решта уже давно і краще реалізовано в Аndroid (з приводу фото, відео - я не профі, але кажуть, що IPhone кращий апарат для цього на ринку + багато алгоритмів в застосунках налаштовані під яблучні девайси...типу рілс з IPhone буде мати вище ранжування чим таке ж відео з Аndroid, в Тіндері частіше показувати і тд.)."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Чи вистачає вам 128 гб?
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Скажіть, будь ласка, чи ви якось вирішили проблему? Я все надіюсь, що чергова прошивка виправить цей жах з батареєю, але розумію, що нічого не змінюється. Пройшло більше 14 днів з дати покупки тут на розетці, і підозрюю, що телефон може мати брак."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Доповнюю відгук тим, що абсолютно нічого не змінилося) при не дуже активному користуванні - мінімум 2 зарядки на добу. Нові оновлення проблему не вирішують і як бачу, це не лише в мене проблема, якщо погортати відгуки. За місяць 47 циклів перезарядки. Тому вже дійсно є думка що розетка просто продає партію бракованих телефонів. Не рекомендую купувати телефон саме тут."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 А цей дефект був з коробки, чи потім виліз.
Бо якщо з коробки то ваш девайс повинен бути не активованим"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Ты серьёзно за эту точку ?
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 не звертай уваги, то дрибниці"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Якщо він гріється, то значить вмикається. Що Ви написали ?"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Брала тут, телефон так і не включився. На звʼязок ніхто поки не вийшов , оформила повернення. Батарея сіла за 3 години. Просто шок"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 В мене та сама історія з 15 про макс (брав не тут). Один день без захисного скла походив (при чому використовував дуже обережно) і під екраном зʼявилась подряпина. Треба одразу клеїти скло, буде мені уроком."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Да, даже после 12 тяжело почувствовать разницу, только островок вместо челки."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 на сайті написано: Гарантія. Законом про захист прав споживачів не передбачено повернення цього товару належної якості.
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Згідно із ЗАКОН УКРАЇНИ
Про захист прав споживачів

(Відомості Верховної Ради УРСР (ВВР), 1991, № 30, ст.379)

{Вводиться в дію Постановою ВР № 1024-XII від 12.05.91, ВВР, 1991, № 30, ст.380}


Повернути можна товар належної якості (новий)"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Я брав би кожні 14 днів новий телефон, а потім повертав"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 т.е. разница между новым и старым телфоном только в чуть лучшей батареи?
по сути на вашем 15м она могла чуть износится по этому и разница."
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 я правильно розумію, різниця з 15 лише в покращенні автономності?"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Больше нет разницы???
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 на сьогодні, згідно з рейтингами - так"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Возможно вам попался брак) Просто таких приколов не должно быть на IPhone 16 pro max))
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Мені здається це було через нову iOS, в мене теж незначно глючив, але зараз вийшло оновлення 18.1 и тепер все ок"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 В мене інша проблема, сенсор біля нової кнопки працює погано Зверталась до сервісу, перевірили, недоліків не знайшли"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 я в своей жизни не видел ни одного человека, кто б купил более менее дорогой телефон, хотя бы от 10 тыс и не закатал его в дешманский китайский пластик за 300 грн, что б не дай бог не разбился.... не хватало за разбитый телефон еще кредит выплачивать..так вот я к чему
КАКАЯ РАЗНИЦА какой цвет у телефона и какая там рамка?))
п.с. если вы носите телефон без защиты и в любой момент можете за 60 к купить ноывй, если разобьется этот то..снимаю шляпу"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Хехе) IPhone 6s, axe, 13 pro все носил без чехла. У меня было из пара штук, но хватало максимум на неделю и снимал. 13 pro последние два года носил без чехла. Странно, я видел людей, кто чехол не носит и не мало"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 Не знаю что Вам могло понравится в 16, но с 13 точно не стоит переходить . Как не странно камера в 13 лучше фоткает чем 14-16 , а про автономность вообще не стоит сравнивать"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,"🔁 головне щоб чохол був коліра бомба
а якого коліру під чохлом не має значення"
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Чохли бувають прозорi. Сама такими користуюсь. Тож не пишiть дурницi.
Телефони,https://rozetka.com.ua/ua/apple-mynh3sx-a/p448428575/,🔁 Купи телефон з швидкою зарядкою за 9 хвилин буде вау ефект)))
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 Перед оновленням слід заряджати телефон до 100%, по це Вам сповіщав сам же пристрій, але сповіщення очевидно проігнорували."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 Хочу поділитися думкою, яка може бути корисною іншим покупцям.

Коли товар не працює з моменту покупки — це вже можна вважати товаром неналежної якості. Згідно із Законом України ""Про захист прав споживачів"", у такому випадку покупець має право на повернення коштів або заміну товару без обов'язкового проходження експертизи, якщо дефект очевидний і виник не з його вини.

Щодо експертизи — варто враховувати кілька моментів:
– Передача пристрою третім особам (наприклад, кур'єру або консультанту в магазині) теоретично несе ризик випадкового пошкодження, за яке потім можуть намагатися покласти відповідальність на самого покупця.
– Часто експертиза проводиться на боці продавця або в афілійованому сервісному центрі, тому важко говорити про її повну незалежність.
– І найголовніше: експертиза не завжди обов’язкова, особливо якщо пристрій не запускався одразу після покупки. Це підстава для повернення, відповідно до закону.

Покупцям варто знати свої права, а продавцям — поважати їх і шукати справедливі рішення, а не лише технічні способи уникнути відповідальності."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 Оплата картою, це не оплата частинами. Це мається на увазі відразу сплачено з карти."
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,🔁 Так мабуть все вірно) просто в чеку не зовсім зрозуміло було написано) дякую за роз'яснення )
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 Добрий день! Зверніться, будь ласка, в підтримку магазина за посиланням:
посилання"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,🔁 Добрий день. Є можливість запису телефонної розмови?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 Павел,это функция есть на всех самсунгах"
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,🔁 Ви вважаєте що зір погіршився из за цієї модели смартфона?
Телефони,https://rozetka.com.ua/ua/samsung-sm-s721bzkdeuc/p450350996/,"🔁 У него сильный ШИМ, поэтому влияет на глаза."
